Angle (deg), Distance (mm)
-40,525
-40,525
-40,525
-40,525
-40,525
-40,525
-40,525
-40,525
-40,525
-40,525
-40,525
-40,525
-40,525
-40,525
-40,525
-40,525
-40,525
-39,525
-39,525
-39,525
-39,525
-39,525
-39,525
-39,525
-39,525
-39,525
-39,525
-39,525
-39,525
-39,525
-39,525
-38,525
-38,525
-38,525
-38,525
-38,525
-38,525
-38,525
-38,525
-38,525
-38,525
-38,525
-38,525
-38,525
-38,525
-38,525
-38,525
-38,525
-38,525
-37,525
-37,525
-37,525
-37,525
-37,525
-37,525
-37,525
-37,525
-37,525
-37,525
-37,525
-37,525
-37,525
-37,525
-37,525
-37,525
-37,525
-37,525
-36,525
-36,525
-36,525
-36,525
-36,525
-36,525
-36,525
-36,525
-36,525
-36,525
-36,525
-36,525
-36,525
-36,525
-36,525
-36,525
-36,525
-36,525
-36,525
-36,525
-36,525
-36,525
-35,525
-35,525
-35,525
-35,525
-35,525
-35,525
-35,525
-35,525
-35,525
-35,525
-35,525
-35,525
-35,525
-35,735
-34,735
-34,735
-34,735
-34,735
-34,735
-34,736
-34,736
-34,736
-34,736
-34,736
-34,736
-34,736
-34,736
-34,736
-34,736
-34,736
-33,736
-33,736
-33,736
-33,736
-33,736
-33,736
-33,736
-33,736
-33,736
-33,742
-33,742
-33,742
-33,742
-33,742
-33,742
-33,742
-33,742
-33,742
-32,742
-32,742
-32,742
-32,742
-32,742
-32,742
-32,742
-32,742
-32,742
-32,742
-32,742
-32,742
-32,742
-32,742
-32,742
-31,742
-31,742
-31,742
-31,742
-31,742
-31,742
-31,742
-31,742
-31,742
-31,742
-31,742
-31,742
-31,742
-31,742
-31,742
-31,742
-31,742
-31,742
-31,742
-31,742
-31,742
-30,742
-30,742
-30,742
-30,742
-30,742
-30,527
-30,527
-30,527
-30,527
-30,527
-30,527
-30,535
-30,535
-30,535
-29,535
-29,330
-29,330
-29,330
-29,330
-29,330
-29,330
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-28,326
-28,326
-28,326
-28,326
-28,326
-28,326
-28,326
-28,326
-28,525
-28,525
-28,525
-27,525
-27,525
-27,525
-27,525
-27,525
-27,525
-27,525
-27,527
-27,527
-27,527
-27,527
-27,527
-26,527
-26,527
-26,527
-26,527
-26,334
-26,334
-26,334
-26,334
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-25,326
-25,326
-25,326
-25,326
-25,324
-25,324
