Angle (deg), Distance (mm)
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,469
-61,464
-60,464
-60,464
-60,464
-60,464
-60,464
-60,464
-60,464
-60,464
-60,464
-60,464
-60,464
-59,464
-59,464
-59,464
-59,464
-59,464
-59,464
-59,464
-59,464
-59,464
-59,553
-59,553
-59,553
-59,553
-59,553
-59,553
-59,553
-59,553
-59,553
-59,553
-59,553
-58,553
-58,553
-58,553
-58,553
-58,553
-58,553
-58,553
-58,553
-58,553
-58,553
-58,553
-58,553
-58,553
-58,553
-58,553
-58,553
-58,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-57,553
-56,553
-56,553
-56,553
-56,553
-56,553
-55,553
-55,553
-55,553
-55,553
-55,553
-55,553
-55,553
-55,553
-55,553
-55,553
-55,553
-55,553
-55,553
-55,553
-55,553
-55,553
-55,553
-54,553
-54,553
-54,553
-54,553
-54,553
-54,553
-54,553
-54,553
-54,553
-54,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-53,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-52,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-51,553
-50,553
-50,553
-50,553
-50,553
-50,553
-50,553
-50,553
-50,553
-50,553
-50,553
-50,553
-50,553
-50,553
-50,553
-49,553
-49,553
-49,553
-49,553
-49,553
-49,553
-49,553
-49,553
-49,553
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-49,554
-48,554
-48,554
-48,554
-48,554
-48,554
-48,554
-48,554
-48,554
-48,554
-48,554
-48,554
-48,554
-48,554
-48,554
-48,554
-48,554
-48,554
-48,554
-48,554
-48,554
-48,554
-48,554
-48,561
-48,561
-48,561
-48,561
-48,561
-48,561
-48,561
-48,561
-48,561
-48,561
-48,561
-48,561
-48,561
-48,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-47,561
-46,561
-46,561
-46,561
-46,561
-46,561
-46,561
-46,561
-46,561
-46,561
-46,561
-46,561
-46,561
-46,561
-46,561
-46,561
-46,561
-45,561
-45,561
-45,561
-45,561
-45,561
-45,561
-45,561
-45,561
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,563
-45,563
-45,563
-45,563
-45,563
-45,563
-45,563
-45,563
-45,563
-45,563
-45,563
-45,563
-45,563
-45,563
-45,563
-45,563
-45,563
-45,563
-45,563
-45,563
-45,563
-45,563
-45,563
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-45,562
-44,562
-44,562
-44,566
-44,566
-44,566
-44,566
-44,566
-44,566
-44,566
-44,566
-44,566
-44,566
-44,566
-44,566
-44,566
-44,566
-43,566
-43,566
-43,566
-43,566
-43,566
-43,566
-43,566
-43,566
-43,566
-43,569
-43,569
-43,569
-43,569
-43,569
-43,569
-43,569
-42,569
-42,574
-42,574
-42,574
-42,574
-42,574
-42,574
-42,574
-41,574
-41,574
-41,574
-41,574
-41,574
-41,574
-41,574
-41,574
-41,574
-41,574
-41,574
-41,574
-41,574
-41,574
-41,580
-41,580
-41,580
-41,580
-41,580
-41,580
-41,580
-41,580
-41,580
-41,580
-41,580
-41,580
-41,580
-41,580
-41,580
-41,580
-41,580
-41,580
-41,580
-41,580
-40,581
-40,581
-40,581
-40,581
-40,581
-40,581
-40,581
-40,581
-40,581
-40,581
-40,581
-40,581
-40,581
-40,581
-40,581
-40,581
-40,581
-40,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-39,581
-38,581
-38,581
-38,581
-38,581
-38,581
-38,581
-38,581
-38,581
-38,581
-38,581
-38,581
-38,581
-38,581
-38,581
-38,581
-38,581
-38,581
-37,581
-37,581
-37,581
-37,581
-37,581
-37,581
-37,581
-37,581
-37,581
-37,581
-37,581
-37,581
-37,740
-37,740
-37,740
-37,740
-37,740
-37,740
-37,740
-37,740
-37,740
-37,740
-37,740
-37,740
-37,740
-37,740
-37,740
-37,740
-37,740
-37,740
-37,740
-37,740
-37,718
-36,718
-36,718
-36,718
-36,718
-36,718
-36,718
-36,718
-36,718
-36,718
-36,718
-36,718
-36,718
-36,718
-36,718
-36,718
-36,718
-36,718
-36,718
-36,718
-36,718
-36,718
-36,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,718
-35,722
-35,722
-35,722
-35,722
-35,722
-35,722
-35,722
-35,722
-35,722
-35,722
-35,722
-35,722
-35,722
-35,722
-35,722
-35,722
-35,722
-35,722
-35,722
-35,722
-35,722
-35,722
-35,722
-34,722
-34,722
-34,722
-34,722
-34,722
-34,722
-34,722
-34,722
-34,722
-34,722
-34,722
-34,722
-34,722
-34,722
-34,722
-34,722
-34,722
-34,722
-34,722
-34,722
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-33,718
-32,718
-32,718
-32,718
-32,718
-32,718
-32,718
-32,718
-32,718
-32,718
-32,718
-32,718
-32,718
-32,718
-32,718
-32,718
-32,718
-32,718
-32,718
-32,718
-32,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-31,718
-30,718
-30,718
-30,718
-30,718
-30,718
-30,718
-30,718
-30,718
-30,718
-30,718
-30,718
-30,718
-30,718
-30,718
-30,718
-30,718
-30,718
-30,718
-30,718
-30,326
-30,326
-30,326
-30,326
-30,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-29,326
-28,326
-28,326
-28,326
-28,326
-28,326
-28,326
-28,326
-28,326
-28,326
-28,326
-28,326
-28,326
-28,326
-28,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-27,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-26,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-25,326
-24,326
-24,326
-24,326
-24,326
-24,326
-24,326
-24,326
-24,326
-24,326
-24,326
-24,326
-24,326
-24,326
-24,326
-24,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-23,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-22,326
-21,326
-21,326
-21,326
-21,326
-21,326
-21,326
-21,326
-21,326
-21,326
-21,326
-21,326
-21,326
-21,326
-21,326
-21,326
-21,326
-21,326
-21,326
-21,326
-21,326
-21,326
-21,326
-21,326
-20,326
-20,326
-20,326
-20,326
-20,326
-20,326
-20,326
-20,326
-20,326
-20,326
-20,326
-20,326
-20,326
-19,326
-19,326
-19,326
-19,326
-19,326
-19,326
-19,326
-19,326
-19,326
-19,326
-19,326
-19,326
-19,326
-19,326
-19,326
-19,326
-19,326
-19,326
-19,326
-19,326
-19,326
-19,326
-18,326
-18,326
-18,326
-18,326
-18,326
-18,326
-18,326
-18,326
-18,326
-18,326
-18,326
